V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102
0,4.139,4.11,4.044,3.949,3.833,3.703,3.567,3.433,3.307,3.195,3.103,3.034,2.994,2.984,3.007,3.063,3.152,3.275,3.428,3.61,3.818,4.049,4.299,4.563,4.837,5.116,5.394,5.666,5.926,6.169,6.389,6.58,6.735,6.851,6.921,6.94,6.904,6.808,6.65,6.426,6.134,5.773,5.342,4.843,4.277,3.645,2.952,2.202,1.399,0.549,-0.341,-1.266,-2.218,-3.19,-4.176,-5.167,-6.157,-7.14,-8.108,-9.056,-9.98,-10.873,-11.732,-12.552,-13.33,-14.063,-14.75,-15.386,-15.972,-16.505,-16.984,-17.409,-17.779,-18.093,-18.352,-18.555,-18.703,-18.796,-18.834,-18.82,-18.754,-18.636,-18.47,-18.256,-17.997,-17.695,-17.352,-16.971,-16.554,-16.104,-15.624,-15.115,-14.581,-14.025,-13.447,-12.852,-12.24,-11.612,-10.972,-10.32,NA
0,16.099,15.138,14.202,13.299,12.436,11.619,10.851,10.135,9.472,8.861,8.297,7.779,7.298,6.85,6.426,6.019,5.619,5.219,4.811,4.387,3.94,3.467,2.962,2.424,1.85,1.243,0.604,-0.064,-0.755,-1.463,-2.181,-2.902,-3.617,-4.319,-4.997,-5.645,-6.255,-6.82,-7.335,-7.795,-8.196,-8.536,-8.815,-9.032,-9.189,-9.289,-9.336,-9.334,-9.29,-9.207,-9.094,-8.957,-8.802,-8.636,-8.465,-8.294,-8.129,-7.973,-7.831,-7.705,-7.596,-7.507,-7.436,-7.383,-7.347,-7.325,-7.315,-7.313,-7.317,-7.322,-7.326,-7.324,-7.313,-7.291,-7.255,-7.203,-7.134,-7.047,-6.942,-6.82,-6.682,-6.531,-6.369,-6.198,-6.023,-5.848,-5.676,-5.511,-5.358,-5.222,-5.105,-5.011,-4.943,-4.904,-4.896,-4.919,-4.976,-5.066,-5.188,-5.341,NA
0,2.039,1.248,0.415,-0.46,-1.374,-2.325,-3.308,-4.321,-5.357,-6.413,-7.482,-8.559,-9.636,-10.708,-11.767,-12.808,-13.822,-14.804,-15.746,-16.643,-17.488,-18.276,-19.003,-19.663,-20.254,-20.772,-21.216,-21.584,-21.877,-22.094,-22.237,-22.308,-22.31,-22.248,-22.126,-21.947,-21.719,-21.446,-21.135,-20.791,-20.42,-20.027,-19.619,-19.2,-18.775,-18.346,-17.919,-17.494,-17.074,-16.661,-16.254,-15.854,-15.46,-15.071,-14.685,-14.302,-13.917,-13.531,-13.141,-12.744,-12.339,-11.925,-11.501,-11.065,-10.617,-10.158,-9.687,-9.206,-8.717,-8.219,-7.716,-7.21,-6.703,-6.196,-5.694,-5.198,-4.711,-4.236,-3.774,-3.328,-2.9,-2.492,-2.106,-1.743,-1.405,-1.092,-0.807,-0.549,-0.321,-0.123,0.044,0.181,0.285,0.357,0.397,0.404,0.377,0.318,0.227,0.103,NA
0,-7.906,-8.622,-9.343,-10.064,-10.777,-11.478,-12.159,-12.816,-13.443,-14.036,-14.589,-15.101,-15.564,-15.977,-16.337,-16.639,-16.88,-17.058,-17.17,-17.214,-17.188,-17.09,-16.919,-16.675,-16.357,-15.966,-15.503,-14.969,-14.368,-13.702,-12.975,-12.192,-11.358,-10.481,-9.565,-8.62,-7.651,-6.667,-5.676,-4.686,-3.706,-2.742,-1.803,-0.895,-0.025,0.802,1.58,2.305,2.974,3.585,4.135,4.623,5.05,5.415,5.721,5.968,6.158,6.295,6.381,6.418,6.409,6.358,6.268,6.14,5.979,5.785,5.562,5.311,5.034,4.733,4.408,4.063,3.696,3.31,2.907,2.485,2.048,1.595,1.129,0.65,0.16,-0.34,-0.848,-1.362,-1.88,-2.402,-2.924,-3.445,-3.963,-4.476,-4.982,-5.479,-5.965,-6.439,-6.898,-7.34,-7.765,-8.169,-8.552,-8.91,NA
0,6.528,6.502,6.498,6.518,6.562,6.632,6.728,6.852,7.002,7.18,7.385,7.615,7.87,8.149,8.447,8.764,9.096,9.44,9.792,10.147,10.502,10.852,11.193,11.52,11.829,12.114,12.373,12.602,12.797,12.955,13.074,13.153,13.189,13.182,13.132,13.039,12.903,12.724,12.505,12.247,11.95,11.618,11.251,10.851,10.421,9.962,9.476,8.965,8.43,7.874,7.298,6.704,6.095,5.473,4.84,4.199,3.554,2.908,2.264,1.627,1.002,0.392,-0.197,-0.76,-1.292,-1.787,-2.241,-2.648,-3.004,-3.304,-3.545,-3.722,-3.834,-3.878,-3.852,-3.758,-3.595,-3.364,-3.068,-2.711,-2.296,-1.828,-1.314,-0.759,-0.17,0.444,1.077,1.72,2.364,3.001,3.624,4.224,4.793,5.324,5.81,6.246,6.625,6.944,7.199,7.387,NA
0,3.161,3.459,3.725,3.954,4.144,4.288,4.384,4.429,4.42,4.357,4.239,4.066,3.839,3.561,3.233,2.862,2.45,2.004,1.53,1.034,0.524,0.007,-0.509,-1.018,-1.511,-1.981,-2.423,-2.83,-3.197,-3.52,-3.797,-4.025,-4.202,-4.329,-4.407,-4.438,-4.424,-4.369,-4.277,-4.152,-3.999,-3.822,-3.626,-3.415,-3.195,-2.967,-2.736,-2.504,-2.273,-2.044,-1.818,-1.597,-1.379,-1.165,-0.953,-0.744,-0.536,-0.329,-0.123,0.084,0.29,0.495,0.7,0.902,1.102,1.298,1.489,1.674,1.851,2.02,2.181,2.334,2.479,2.617,2.75,2.88,3.01,3.142,3.282,3.433,3.598,3.782,3.99,4.226,4.492,4.793,5.131,5.507,5.923,6.379,6.874,7.405,7.971,8.568,9.19,9.833,10.49,11.156,11.822,12.482,NA
0,-2.595,-2.544,-2.475,-2.387,-2.281,-2.16,-2.027,-1.885,-1.737,-1.591,-1.45,-1.32,-1.209,-1.123,-1.069,-1.052,-1.079,-1.156,-1.288,-1.478,-1.73,-2.045,-2.424,-2.866,-3.369,-3.929,-4.542,-5.202,-5.901,-6.633,-7.387,-8.156,-8.928,-9.696,-10.448,-11.178,-11.875,-12.532,-13.142,-13.699,-14.199,-14.638,-15.013,-15.324,-15.569,-15.75,-15.869,-15.928,-15.93,-15.88,-15.782,-15.639,-15.458,-15.242,-14.996,-14.723,-14.428,-14.114,-13.785,-13.441,-13.085,-12.72,-12.345,-11.962,-11.571,-11.173,-10.767,-10.355,-9.937,-9.513,-9.085,-8.654,-8.222,-7.791,-7.364,-6.944,-6.536,-6.143,-5.77,-5.42,-5.101,-4.815,-4.567,-4.362,-4.204,-4.096,-4.041,-4.04,-4.096,-4.207,-4.374,-4.596,-4.868,-5.19,-5.555,-5.96,-6.398,-6.866,-7.355,-7.86,NA
0,26.293,25.615,24.883,24.107,23.297,22.464,21.618,20.77,19.931,19.11,18.316,17.557,16.842,16.176,15.564,15.009,14.514,14.079,13.704,13.386,13.123,12.91,12.742,12.614,12.519,12.45,12.401,12.366,12.338,12.311,12.28,12.24,12.187,12.119,12.033,11.928,11.804,11.661,11.5,11.322,11.13,10.927,10.714,10.495,10.273,10.05,9.829,9.613,9.402,9.199,9.005,8.82,8.645,8.479,8.322,8.172,8.029,7.891,7.756,7.622,7.488,7.352,7.213,7.068,6.916,6.756,6.588,6.412,6.226,6.03,5.826,5.614,5.395,5.17,4.94,4.706,4.47,4.233,3.996,3.761,3.529,3.3,3.075,2.855,2.641,2.432,2.228,2.03,1.836,1.648,1.464,1.285,1.11,0.939,0.771,0.608,0.449,0.295,0.145,0,NA
0,11.588,10.926,10.257,9.582,8.904,8.227,7.553,6.884,6.223,5.572,4.934,4.311,3.705,3.119,2.553,2.009,1.489,0.994,0.523,0.078,-0.343,-0.738,-1.11,-1.459,-1.788,-2.096,-2.388,-2.664,-2.927,-3.181,-3.427,-3.668,-3.907,-4.147,-4.391,-4.64,-4.897,-5.164,-5.443,-5.735,-6.041,-6.362,-6.698,-7.048,-7.411,-7.787,-8.173,-8.566,-8.963,-9.361,-9.756,-10.143,-10.518,-10.876,-11.212,-11.522,-11.801,-12.044,-12.25,-12.415,-12.536,-12.614,-12.647,-12.638,-12.588,-12.5,-12.38,-12.232,-12.063,-11.88,-11.69,-11.503,-11.325,-11.166,-11.034,-10.935,-10.878,-10.868,-10.91,-11.007,-11.163,-11.379,-11.653,-11.985,-12.371,-12.807,-13.286,-13.803,-14.349,-14.917,-15.497,-16.081,-16.659,-17.223,-17.764,-18.274,-18.747,-19.175,-19.554,-19.88,NA
0,4.842,4.707,4.55,4.374,4.184,3.981,3.771,3.555,3.337,3.121,2.908,2.701,2.502,2.312,2.134,1.967,1.813,1.673,1.547,1.435,1.336,1.252,1.181,1.123,1.077,1.044,1.022,1.011,1.01,1.018,1.033,1.056,1.085,1.118,1.154,1.192,1.231,1.268,1.303,1.335,1.362,1.384,1.399,1.407,1.409,1.405,1.395,1.381,1.364,1.346,1.329,1.315,1.308,1.31,1.325,1.354,1.402,1.47,1.562,1.68,1.826,2.001,2.207,2.444,2.713,3.013,3.345,3.706,4.097,4.514,4.957,5.423,5.91,6.415,6.936,7.47,8.016,8.57,9.13,9.694,10.26,10.824,11.385,11.941,12.489,13.027,13.552,14.063,14.555,15.028,15.476,15.899,16.291,16.652,16.976,17.261,17.505,17.703,17.853,17.952,NA
0,-13.385,-13.805,-14.18,-14.509,-14.792,-15.026,-15.212,-15.347,-15.433,-15.467,-15.449,-15.379,-15.257,-15.083,-14.858,-14.583,-14.258,-13.886,-13.469,-13.009,-12.511,-11.976,-11.411,-10.819,-10.205,-9.575,-8.934,-8.287,-7.641,-7.002,-6.374,-5.762,-5.173,-4.61,-4.077,-3.577,-3.114,-2.689,-2.302,-1.955,-1.646,-1.374,-1.137,-0.932,-0.756,-0.606,-0.476,-0.362,-0.261,-0.167,-0.075,0.018,0.117,0.225,0.346,0.481,0.634,0.805,0.994,1.203,1.43,1.675,1.935,2.209,2.495,2.789,3.088,3.389,3.69,3.985,4.272,4.548,4.808,5.05,5.271,5.467,5.636,5.777,5.886,5.963,6.005,6.014,5.987,5.926,5.83,5.702,5.541,5.351,5.134,4.891,4.626,4.342,4.042,3.731,3.41,3.083,2.754,2.425,2.099,1.777,NA
0,-5.002,-4.189,-3.408,-2.661,-1.949,-1.27,-0.625,-0.012,0.571,1.127,1.659,2.171,2.666,3.149,3.622,4.091,4.557,5.024,5.494,5.969,6.45,6.936,7.426,7.92,8.414,8.905,9.389,9.861,10.315,10.746,11.147,11.512,11.835,12.109,12.328,12.487,12.58,12.603,12.555,12.431,12.231,11.956,11.606,11.184,10.694,10.141,9.531,8.87,8.168,7.433,6.674,5.901,5.124,4.352,3.597,2.867,2.172,1.52,0.918,0.374,-0.107,-0.522,-0.866,-1.138,-1.338,-1.466,-1.524,-1.515,-1.444,-1.316,-1.136,-0.912,-0.651,-0.36,-0.048,0.277,0.608,0.935,1.251,1.548,1.82,2.06,2.262,2.42,2.529,2.585,2.586,2.527,2.406,2.223,1.976,1.665,1.29,0.852,0.353,-0.206,-0.822,-1.491,-2.21,-2.975,NA
0,-2.021,-2.062,-2.064,-2.025,-1.946,-1.827,-1.671,-1.479,-1.254,-1,-0.722,-0.423,-0.11,0.213,0.539,0.862,1.176,1.476,1.754,2.006,2.227,2.412,2.558,2.662,2.723,2.739,2.712,2.641,2.531,2.383,2.202,1.994,1.764,1.518,1.264,1.008,0.758,0.52,0.303,0.112,-0.045,-0.165,-0.24,-0.268,-0.246,-0.171,-0.042,0.141,0.376,0.661,0.994,1.37,1.785,2.232,2.704,3.196,3.698,4.203,4.703,5.188,5.652,6.085,6.479,6.827,7.122,7.357,7.527,7.625,7.65,7.597,7.464,7.251,6.958,6.584,6.134,5.61,5.017,4.359,3.643,2.876,2.064,1.216,0.341,-0.554,-1.459,-2.366,-3.266,-4.15,-5.011,-5.841,-6.633,-7.381,-8.079,-8.722,-9.307,-9.83,-10.29,-10.684,-11.014,-11.279,NA
0,4.859,4.782,4.631,4.412,4.129,3.788,3.393,2.952,2.469,1.953,1.41,0.849,0.277,-0.297,-0.863,-1.414,-1.94,-2.432,-2.881,-3.279,-3.617,-3.889,-4.088,-4.209,-4.248,-4.201,-4.067,-3.846,-3.538,-3.147,-2.677,-2.132,-1.519,-0.846,-0.119,0.652,1.459,2.291,3.141,3.999,4.855,5.704,6.536,7.344,8.124,8.869,9.574,10.237,10.852,11.419,11.935,12.397,12.805,13.156,13.451,13.687,13.863,13.979,14.033,14.022,13.947,13.805,13.594,13.314,12.963,12.54,12.044,11.477,10.838,10.13,9.353,8.513,7.614,6.66,5.658,4.617,3.546,2.453,1.351,0.251,-0.835,-1.894,-2.912,-3.876,-4.773,-5.59,-6.316,-6.938,-7.448,-7.837,-8.099,-8.228,-8.222,-8.08,-7.803,-7.396,-6.864,-6.215,-5.459,-4.608,NA
0,-0.003,0.621,1.238,1.843,2.433,3.004,3.554,4.081,4.584,5.064,5.521,5.957,6.373,6.77,7.152,7.518,7.872,8.215,8.547,8.869,9.183,9.486,9.779,10.06,10.328,10.58,10.815,11.029,11.221,11.388,11.528,11.638,11.716,11.761,11.772,11.748,11.69,11.597,11.471,11.314,11.127,10.914,10.677,10.421,10.149,9.866,9.576,9.283,8.993,8.708,8.434,8.174,7.932,7.71,7.511,7.336,7.186,7.061,6.962,6.885,6.831,6.795,6.776,6.77,6.772,6.779,6.787,6.791,6.788,6.774,6.746,6.7,6.636,6.55,6.442,6.311,6.158,5.984,5.789,5.576,5.346,5.103,4.847,4.583,4.314,4.04,3.764,3.49,3.217,2.947,2.682,2.421,2.165,1.912,1.664,1.418,1.172,0.927,0.681,0.431,NA
0,2.215,1.81,1.458,1.162,0.924,0.746,0.628,0.573,0.578,0.643,0.766,0.945,1.175,1.452,1.77,2.124,2.506,2.91,3.325,3.744,4.157,4.556,4.929,5.269,5.565,5.809,5.994,6.111,6.155,6.121,6.005,5.804,5.518,5.147,4.693,4.159,3.551,2.874,2.136,1.346,0.512,-0.354,-1.243,-2.142,-3.042,-3.929,-4.794,-5.624,-6.411,-7.145,-7.817,-8.419,-8.944,-9.387,-9.743,-10.009,-10.183,-10.263,-10.25,-10.144,-9.948,-9.664,-9.296,-8.849,-8.328,-7.738,-7.085,-6.375,-5.616,-4.813,-3.973,-3.104,-2.213,-1.305,-0.389,0.531,1.447,2.353,3.244,4.113,4.956,5.768,6.544,7.28,7.972,8.617,9.213,9.757,10.248,10.685,11.068,11.397,11.673,11.898,12.073,12.201,12.284,12.326,12.331,12.301,NA
0,-11.642,-11.271,-10.864,-10.427,-9.968,-9.494,-9.015,-8.538,-8.072,-7.625,-7.205,-6.818,-6.472,-6.17,-5.916,-5.713,-5.56,-5.459,-5.406,-5.399,-5.432,-5.5,-5.597,-5.715,-5.846,-5.982,-6.115,-6.237,-6.339,-6.416,-6.459,-6.465,-6.427,-6.344,-6.211,-6.029,-5.797,-5.515,-5.187,-4.814,-4.4,-3.95,-3.468,-2.959,-2.428,-1.881,-1.322,-0.756,-0.189,0.376,0.934,1.483,2.018,2.538,3.039,3.52,3.977,4.409,4.815,5.191,5.536,5.847,6.122,6.36,6.556,6.709,6.816,6.874,6.882,6.839,6.742,6.591,6.387,6.13,5.823,5.468,5.07,4.633,4.164,3.668,3.154,2.631,2.106,1.589,1.09,0.617,0.18,-0.213,-0.552,-0.832,-1.046,-1.188,-1.254,-1.241,-1.147,-0.972,-0.716,-0.382,0.027,0.507,NA
0,-1.016,-0.14,0.798,1.791,2.832,3.912,5.02,6.148,7.285,8.419,9.54,10.637,11.701,12.721,13.691,14.601,15.446,16.221,16.922,17.548,18.096,18.568,18.964,19.288,19.544,19.734,19.865,19.94,19.966,19.946,19.886,19.789,19.658,19.496,19.304,19.082,18.83,18.544,18.223,17.863,17.457,17.001,16.489,15.914,15.271,14.552,13.753,12.869,11.894,10.828,9.668,8.414,7.068,5.633,4.115,2.52,0.858,-0.861,-2.627,-4.426,-6.244,-8.067,-9.879,-11.665,-13.41,-15.1,-16.719,-18.256,-19.697,-21.033,-22.253,-23.351,-24.321,-25.159,-25.862,-26.431,-26.866,-27.171,-27.349,-27.406,-27.35,-27.188,-26.928,-26.579,-26.152,-25.656,-25.101,-24.497,-23.854,-23.182,-22.489,-21.784,-21.076,-20.372,-19.678,-19.002,-18.349,-17.723,-17.128,-16.568,NA
0,6.685,6.191,5.675,5.14,4.586,4.016,3.431,2.834,2.227,1.612,0.991,0.368,-0.257,-0.878,-1.494,-2.1,-2.695,-3.273,-3.831,-4.365,-4.872,-5.347,-5.785,-6.184,-6.538,-6.845,-7.102,-7.304,-7.451,-7.539,-7.569,-7.539,-7.449,-7.302,-7.099,-6.842,-6.536,-6.185,-5.794,-5.37,-4.918,-4.445,-3.958,-3.466,-2.974,-2.49,-2.02,-1.572,-1.149,-0.758,-0.402,-0.085,0.192,0.426,0.618,0.767,0.875,0.944,0.977,0.975,0.943,0.884,0.801,0.698,0.578,0.444,0.298,0.142,-0.023,-0.196,-0.376,-0.564,-0.762,-0.97,-1.189,-1.423,-1.671,-1.938,-2.225,-2.532,-2.862,-3.214,-3.59,-3.987,-4.406,-4.843,-5.297,-5.762,-6.236,-6.713,-7.188,-7.654,-8.106,-8.537,-8.941,-9.311,-9.642,-9.927,-10.161,-10.341,NA
0,-1.7,-1.569,-1.417,-1.242,-1.046,-0.829,-0.592,-0.335,-0.061,0.228,0.531,0.845,1.167,1.496,1.827,2.159,2.49,2.815,3.134,3.444,3.743,4.027,4.297,4.55,4.784,4.999,5.192,5.364,5.513,5.639,5.741,5.82,5.876,5.911,5.924,5.918,5.895,5.857,5.807,5.747,5.682,5.616,5.552,5.494,5.447,5.415,5.402,5.411,5.446,5.511,5.606,5.734,5.896,6.091,6.319,6.578,6.866,7.178,7.51,7.858,8.216,8.577,8.934,9.282,9.612,9.919,10.194,10.432,10.626,10.772,10.864,10.898,10.873,10.785,10.634,10.421,10.146,9.811,9.42,8.977,8.486,7.953,7.385,6.788,6.169,5.536,4.896,4.258,3.628,3.014,2.425,1.865,1.342,0.861,0.427,0.046,-0.28,-0.547,-0.754,-0.898,NA
0,-13.809,-12.608,-11.268,-9.798,-8.211,-6.518,-4.734,-2.875,-0.956,1.003,2.983,4.966,6.93,8.855,10.723,12.512,14.205,15.783,17.232,18.535,19.68,20.657,21.456,22.071,22.499,22.737,22.785,22.647,22.327,21.832,21.171,20.351,19.386,18.287,17.066,15.738,14.315,12.811,11.24,9.615,7.949,6.254,4.542,2.824,1.111,-0.588,-2.264,-3.906,-5.508,-7.061,-8.557,-9.989,-11.35,-12.632,-13.829,-14.933,-15.938,-16.838,-17.627,-18.299,-18.849,-19.273,-19.567,-19.73,-19.758,-19.653,-19.416,-19.047,-18.552,-17.935,-17.203,-16.364,-15.427,-14.401,-13.299,-12.132,-10.912,-9.653,-8.368,-7.071,-5.774,-4.49,-3.233,-2.012,-0.84,0.274,1.321,2.294,3.186,3.992,4.708,5.33,5.857,6.29,6.627,6.871,7.025,7.091,7.074,6.978,NA
0,-4.65,-4.965,-5.253,-5.51,-5.738,-5.934,-6.098,-6.23,-6.33,-6.398,-6.435,-6.442,-6.421,-6.374,-6.302,-6.21,-6.1,-5.976,-5.842,-5.702,-5.56,-5.42,-5.286,-5.164,-5.056,-4.966,-4.899,-4.856,-4.842,-4.857,-4.904,-4.983,-5.096,-5.243,-5.423,-5.637,-5.883,-6.16,-6.467,-6.802,-7.162,-7.548,-7.955,-8.382,-8.827,-9.287,-9.761,-10.247,-10.743,-11.246,-11.754,-12.267,-12.782,-13.298,-13.813,-14.326,-14.835,-15.34,-15.84,-16.333,-16.82,-17.3,-17.772,-18.236,-18.692,-19.14,-19.58,-20.012,-20.436,-20.853,-21.26,-21.66,-22.05,-22.43,-22.8,-23.157,-23.501,-23.829,-24.14,-24.431,-24.699,-24.943,-25.16,-25.346,-25.5,-25.618,-25.698,-25.739,-25.738,-25.694,-25.605,-25.471,-25.291,-25.066,-24.795,-24.479,-24.12,-23.718,-23.275,-22.794,NA
0,-1.567,-1.61,-1.652,-1.697,-1.744,-1.794,-1.85,-1.911,-1.978,-2.053,-2.135,-2.226,-2.326,-2.434,-2.55,-2.676,-2.81,-2.951,-3.099,-3.254,-3.413,-3.576,-3.74,-3.906,-4.07,-4.231,-4.387,-4.536,-4.676,-4.805,-4.922,-5.024,-5.11,-5.18,-5.23,-5.262,-5.275,-5.267,-5.24,-5.194,-5.129,-5.046,-4.946,-4.831,-4.702,-4.56,-4.406,-4.241,-4.067,-3.884,-3.693,-3.493,-3.284,-3.066,-2.837,-2.596,-2.342,-2.07,-1.781,-1.469,-1.134,-0.771,-0.378,0.046,0.506,1.001,1.533,2.103,2.71,3.353,4.03,4.738,5.473,6.23,7.005,7.789,8.578,9.362,10.135,10.888,11.614,12.305,12.954,13.554,14.099,14.583,15.002,15.354,15.637,15.848,15.989,16.062,16.068,16.011,15.895,15.726,15.509,15.25,14.955,14.63,NA
0,9.651,9.468,9.237,8.958,8.63,8.251,7.821,7.342,6.812,6.235,5.611,4.942,4.232,3.482,2.697,1.877,1.028,0.152,-0.749,-1.671,-2.612,-3.569,-4.542,-5.527,-6.524,-7.531,-8.549,-9.575,-10.61,-11.653,-12.704,-13.761,-14.823,-15.89,-16.958,-18.025,-19.088,-20.142,-21.184,-22.207,-23.206,-24.172,-25.1,-25.98,-26.805,-27.564,-28.251,-28.856,-29.37,-29.787,-30.097,-30.296,-30.377,-30.337,-30.172,-29.88,-29.463,-28.921,-28.257,-27.475,-26.582,-25.585,-24.493,-23.315,-22.062,-20.746,-19.378,-17.972,-16.54,-15.094,-13.648,-12.213,-10.8,-9.421,-8.085,-6.8,-5.575,-4.415,-3.325,-2.31,-1.371,-0.51,0.273,0.979,1.611,2.172,2.665,3.095,3.468,3.79,4.066,4.303,4.508,4.686,4.844,4.989,5.125,5.26,5.398,5.543,NA
0,-13.641,-13.539,-13.347,-13.071,-12.72,-12.301,-11.825,-11.302,-10.744,-10.161,-9.565,-8.968,-8.379,-7.808,-7.265,-6.757,-6.291,-5.873,-5.507,-5.196,-4.941,-4.742,-4.599,-4.51,-4.472,-4.482,-4.535,-4.627,-4.753,-4.907,-5.084,-5.279,-5.487,-5.703,-5.923,-6.141,-6.355,-6.56,-6.752,-6.93,-7.089,-7.228,-7.344,-7.434,-7.495,-7.527,-7.527,-7.492,-7.42,-7.311,-7.161,-6.969,-6.734,-6.455,-6.13,-5.761,-5.347,-4.889,-4.389,-3.848,-3.27,-2.659,-2.018,-1.352,-0.669,0.028,0.729,1.428,2.118,2.791,3.437,4.05,4.621,5.143,5.608,6.01,6.341,6.598,6.776,6.871,6.881,6.804,6.642,6.395,6.067,5.661,5.183,4.639,4.039,3.39,2.704,1.99,1.262,0.53,-0.192,-0.891,-1.555,-2.172,-2.729,-3.215,NA
0,-11.003,-10.943,-10.891,-10.842,-10.793,-10.741,-10.683,-10.615,-10.535,-10.441,-10.331,-10.204,-10.059,-9.896,-9.715,-9.518,-9.306,-9.08,-8.843,-8.596,-8.343,-8.085,-7.825,-7.565,-7.307,-7.052,-6.8,-6.554,-6.311,-6.072,-5.835,-5.598,-5.36,-5.116,-4.864,-4.602,-4.325,-4.031,-3.717,-3.379,-3.017,-2.628,-2.213,-1.771,-1.304,-0.814,-0.305,0.22,0.755,1.294,1.829,2.355,2.862,3.342,3.788,4.189,4.539,4.829,5.053,5.204,5.277,5.267,5.172,4.989,4.718,4.36,3.917,3.392,2.789,2.114,1.374,0.576,-0.272,-1.161,-2.082,-3.025,-3.981,-4.94,-5.893,-6.83,-7.744,-8.626,-9.469,-10.266,-11.012,-11.701,-12.331,-12.897,-13.399,-13.835,-14.204,-14.509,-14.75,-14.929,-15.05,-15.115,-15.129,-15.095,-15.017,-14.9,NA
0,1.279,1.292,1.307,1.325,1.347,1.374,1.407,1.446,1.492,1.547,1.608,1.677,1.753,1.836,1.924,2.018,2.117,2.22,2.328,2.441,2.559,2.685,2.821,2.968,3.13,3.312,3.518,3.751,4.018,4.323,4.672,5.069,5.519,6.026,6.593,7.223,7.915,8.672,9.49,10.369,11.303,12.288,13.317,14.383,15.477,16.59,17.711,18.83,19.935,21.016,22.061,23.059,24,24.874,25.673,26.388,27.011,27.538,27.964,28.285,28.498,28.604,28.602,28.493,28.281,27.968,27.559,27.06,26.475,25.813,25.08,24.282,23.43,22.529,21.589,20.618,19.624,18.615,17.599,16.585,15.579,14.59,13.624,12.689,11.79,10.934,10.127,9.373,8.676,8.041,7.471,6.967,6.531,6.165,5.867,5.637,5.472,5.37,5.327,5.338,NA
0,-0.133,0.568,1.258,1.933,2.59,3.225,3.834,4.415,4.962,5.472,5.943,6.369,6.748,7.076,7.351,7.571,7.733,7.835,7.877,7.859,7.781,7.644,7.45,7.201,6.901,6.553,6.162,5.734,5.275,4.79,4.288,3.777,3.263,2.756,2.263,1.794,1.358,0.961,0.613,0.32,0.09,-0.071,-0.158,-0.167,-0.095,0.061,0.301,0.625,1.031,1.517,2.078,2.711,3.409,4.165,4.972,5.823,6.71,7.623,8.556,9.498,10.444,11.384,12.311,13.219,14.1,14.951,15.764,16.536,17.261,17.937,18.56,19.127,19.636,20.083,20.466,20.784,21.034,21.215,21.324,21.36,21.322,21.207,21.017,20.748,20.402,19.978,19.478,18.902,18.253,17.534,16.748,15.9,14.996,14.041,13.044,12.011,10.952,9.876,8.792,7.71,NA
0,4.561,5.094,5.614,6.11,6.573,6.993,7.364,7.675,7.919,8.091,8.185,8.198,8.126,7.97,7.728,7.405,7.001,6.523,5.977,5.369,4.708,4.003,3.262,2.497,1.717,0.933,0.154,-0.609,-1.348,-2.054,-2.719,-3.336,-3.901,-4.407,-4.852,-5.232,-5.546,-5.793,-5.973,-6.088,-6.138,-6.127,-6.057,-5.932,-5.756,-5.532,-5.265,-4.96,-4.62,-4.251,-3.858,-3.444,-3.015,-2.575,-2.128,-1.679,-1.233,-0.793,-0.365,0.049,0.444,0.816,1.161,1.477,1.76,2.008,2.218,2.389,2.518,2.605,2.65,2.651,2.61,2.527,2.404,2.243,2.045,1.813,1.55,1.26,0.945,0.608,0.255,-0.112,-0.488,-0.87,-1.254,-1.636,-2.012,-2.378,-2.731,-3.067,-3.383,-3.677,-3.945,-4.184,-4.392,-4.568,-4.709,-4.814,NA
0,9.01,9.36,9.67,9.936,10.156,10.329,10.451,10.524,10.545,10.516,10.439,10.313,10.142,9.928,9.673,9.381,9.054,8.696,8.311,7.901,7.47,7.02,6.554,6.076,5.586,5.089,4.585,4.076,3.564,3.051,2.539,2.029,1.523,1.023,0.529,0.046,-0.427,-0.886,-1.329,-1.755,-2.16,-2.542,-2.899,-3.23,-3.531,-3.802,-4.041,-4.246,-4.417,-4.554,-4.656,-4.725,-4.76,-4.763,-4.735,-4.679,-4.595,-4.486,-4.353,-4.2,-4.027,-3.837,-3.63,-3.408,-3.172,-2.923,-2.66,-2.383,-2.092,-1.786,-1.463,-1.122,-0.761,-0.378,0.028,0.459,0.918,1.407,1.927,2.48,3.066,3.687,4.343,5.034,5.759,6.518,7.308,8.128,8.974,9.843,10.732,11.635,12.547,13.464,14.378,15.285,16.176,17.046,17.888,18.696,NA
